,tripid,additional_fare,duration,meter_waiting,meter_waiting_fare,meter_waiting_till_pickup,pickup_time,drop_time,pick_lat,pick_lon,drop_lat,drop_lon,fare,label,lat_diff,lon_diff,pickup_year,pickup_month,pickup_date,pickup_hour,pickup_minute,drop_year,drop_month,drop_date,drop_hour,drop_minute,seconds,number_of_nights,pickup_day
796,190053677,10.5,182,0.0,0.0,21.0,2019-11-05 15:47:00,2019-11-05 15:50:00,6.870539999999999,79.8664,6.87458,79.8721,62.51,1,0.00404000000000071,0.005700000000004479,2019,11,5,15,47,2019,11,5,15,50,180,0,1
797,190054857,60.5,2122,620.0,0.0,5.0,2019-11-05 15:53:00,2019-11-05 16:28:00,6.86635,79.8756,6.939189999999999,79.8782,366.52,1,0.07283999999999935,0.002600000000001046,2019,11,5,15,53,2019,11,5,16,28,2100,0,1
798,190056653,10.5,215,80.0,3.5836,161.0,2019-11-05 16:04:00,2019-11-05 16:08:00,7.47767,80.3674,7.48117,80.3604,53.17,1,0.0034999999999998366,-0.007000000000005002,2019,11,5,16,4,2019,11,5,16,8,240,0,1
799,190057335,10.5,537,71.0,0.0,32.0,2019-11-05 16:10:00,2019-11-05 16:19:00,6.90411,79.9541,6.91245,79.9376,122.93,1,0.00833999999999957,-0.01649999999999352,2019,11,5,16,10,2019,11,5,16,19,540,0,1
800,190059059,10.5,1840,301.0,17.3978,10.0,2019-11-05 16:13:00,2019-11-05 16:44:00,6.99103,79.8883,7.083010000000001,79.8922,444.69,1,0.0919800000000004,0.003900000000001569,2019,11,5,16,13,2019,11,5,16,44,1860,0,1
801,190059653,10.5,339,52.0,0.0,105.0,2019-11-05 16:20:00,2019-11-05 16:25:00,6.0709599999999995,80.2339,6.05539,80.2253,123.43,1,-0.015569999999999418,-0.008600000000001273,2019,11,5,16,20,2019,11,5,16,25,300,0,1
802,190059388,60.5,763,230.0,13.294,20.0,2019-11-05 16:20:00,2019-11-05 16:33:00,6.91511,79.8681,6.91137,79.8652,247.17,0,-0.0037400000000005207,-0.002899999999996794,2019,11,5,16,20,2019,11,5,16,33,780,0,1
803,190060407,10.5,991,38.0,0.0,60.0,2019-11-05 16:23:00,2019-11-05 16:39:00,7.13864,79.8999,7.08427,79.8912,326.94,1,-0.054369999999999585,-0.008700000000004593,2019,11,5,16,23,2019,11,5,16,39,960,0,1
804,190060240,10.5,1798,280.0,0.0,15.0,2019-11-05 16:23:00,2019-11-05 16:53:00,6.90815,79.9184,6.86362,79.8868,280.85,1,-0.04452999999999996,-0.03160000000001162,2019,11,5,16,23,2019,11,5,16,53,1800,0,1
805,190061412,10.5,796,170.0,9.826,70.0,2019-11-05 16:29:00,2019-11-05 16:43:00,7.002610000000001,79.953,7.02268,79.9811,218.99,1,0.020069999999999588,0.028099999999994907,2019,11,5,16,29,2019,11,5,16,43,840,0,1
806,190062397,10.5,5085,4018.0,232.2404,0.0,2019-11-05 16:32:00,2019-11-05 17:57:00,7.289210000000001,80.6298,7.26917,80.6221,447.03,1,-0.020040000000000724,-0.007699999999999818,2019,11,5,16,32,2019,11,5,17,57,5100,0,1
807,190062742,10.5,1258,220.0,0.0,10.0,2019-11-05 16:33:00,2019-11-05 16:54:00,7.32521,80.6174,7.32845,80.6734,286.2,1,0.0032399999999999096,0.055999999999997385,2019,11,5,16,33,2019,11,5,16,54,1260,0,1
808,190063922,10.5,571,0.0,0.0,10.0,2019-11-05 16:38:00,2019-11-05 16:48:00,7.0272,79.9176,7.011660000000001,79.9022,147.21,1,-0.015539999999998777,-0.015399999999999636,2019,11,5,16,38,2019,11,5,16,48,600,0,1
809,190064913,5.0,172,30.0,1.749,0.0,2019-11-05 16:42:00,2019-11-05 16:45:00,6.8474699999999995,79.9222,6.84293,79.9261,61.74,1,-0.004539999999999544,0.003900000000001569,2019,11,5,16,42,2019,11,5,16,45,180,0,1
810,190065135,40.5,3504,1756.0,101.4968,44.0,2019-11-05 16:47:00,2019-11-05 17:45:00,6.907210000000001,79.8583,6.90884,79.9226,509.5,1,0.001629999999998688,0.06430000000000291,2019,11,5,16,47,2019,11,5,17,45,3480,0,1
811,190066074,,720,,,,2019-11-05 16:49:00,2019-11-05 17:01:00,7.482010000000001,80.358,7.504630000000001,80.351,,0,0.022619999999999862,-0.007000000000005002,2019,11,5,16,49,2019,11,5,17,1,720,0,1
812,190067411,5.0,466,30.0,1.749,0.0,2019-11-05 16:52:00,2019-11-05 17:00:00,6.84647,79.9284,6.846310000000001,79.9492,117.22,1,-0.00015999999999927184,0.020800000000008367,2019,11,5,16,52,2019,11,5,17,0,480,0,1
813,190067845,10.5,1146,238.0,0.0,193.0,2019-11-05 16:59:00,2019-11-05 17:18:00,6.86764,79.8862,6.8486,79.925,189.38,1,-0.019039999999999502,0.03879999999999484,2019,11,5,16,59,2019,11,5,17,18,1140,0,1
814,190068337,10.5,697,150.0,0.0,127.0,2019-11-05 16:59:00,2019-11-05 17:11:00,7.20553,79.8509,7.223489999999999,79.8695,167.39,1,0.017959999999998644,0.01860000000000639,2019,11,5,16,59,2019,11,5,17,11,720,0,1
815,190069630,10.5,1469,100.0,0.0,54.0,2019-11-05 17:02:00,2019-11-05 17:27:00,7.20057,79.8455,7.1903,79.9022,374.59,1,-0.010270000000000223,0.0566999999999922,2019,11,5,17,2,2019,11,5,17,27,1500,0,1
816,190068614,10.5,1431,41.0,0.0,37.0,2019-11-05 17:06:00,2019-11-05 17:29:00,6.80761,79.8871,6.8078199999999995,79.887,60.5,0,0.0002099999999991553,-0.00010000000000331966,2019,11,5,17,6,2019,11,5,17,29,1380,0,1
817,190070075,60.5,3371,1883.0,108.8864922,88.0,2019-11-05 17:09:00,2019-11-05 18:05:00,6.86897,79.878,6.90494,79.8778,505.11,1,0.035969999999999835,-0.0002000000000066393,2019,11,5,17,9,2019,11,5,18,5,3360,0,1
818,190072895,10.5,721,149.0,8.6122,71.0,2019-11-05 17:13:00,2019-11-05 17:25:00,7.303560000000001,80.6348,7.321389999999999,80.6446,184.82,1,0.017829999999998236,0.009799999999998477,2019,11,5,17,13,2019,11,5,17,25,720,0,1
819,190075063,10.5,353,0.0,0.0,126.0,2019-11-05 17:21:00,2019-11-05 17:27:00,6.712210000000001,79.9075,6.70298,79.9251,654.33,0,-0.009230000000000516,0.017600000000001614,2019,11,5,17,21,2019,11,5,17,27,360,0,1
820,190075048,10.5,853,57.0,3.2946,373.0,2019-11-05 17:26:00,2019-11-05 17:41:00,6.851710000000001,79.8638,6.87449,79.8648,153.64,1,0.022779999999999134,0.0010000000000047748,2019,11,5,17,26,2019,11,5,17,41,900,0,1
821,190076304,10.5,1674,190.0,0.0,278.0,2019-11-05 17:29:00,2019-11-05 17:57:00,7.28857,80.6328,7.236960000000001,80.5973,349.05,1,-0.05160999999999927,-0.03549999999999898,2019,11,5,17,29,2019,11,5,17,57,1680,0,1
822,190076396,10.5,891,193.0,11.2519,205.0,2019-11-05 17:32:00,2019-11-05 17:47:00,6.83885,79.9823,6.86198,79.9968,213.01,1,0.023130000000000095,0.014499999999998181,2019,11,5,17,32,2019,11,5,17,47,900,0,1
823,190080194,10.5,777,120.0,6.996,81.0,2019-11-05 17:37:00,2019-11-05 17:50:00,7.303560000000001,80.6348,7.325710000000001,80.6273,198.91,1,0.022149999999999892,-0.007499999999993179,2019,11,5,17,37,2019,11,5,17,50,780,0,1
824,190080854,10.5,4485,1480.0,85.58155224,76.0,2019-11-05 17:39:00,2019-11-05 18:54:00,6.897639999999999,79.906,6.79051,79.9256,778.52,1,-0.10712999999999884,0.019599999999996953,2019,11,5,17,39,2019,11,5,18,54,4500,0,1
825,190080990,10.5,1299,20.0,1.1712105259999999,104.0,2019-11-05 17:41:00,2019-11-05 18:03:00,7.29311,80.6345,7.2744100000000005,80.6757,313.46,1,-0.01869999999999994,0.041200000000003456,2019,11,5,17,41,2019,11,5,18,3,1320,0,1
826,190081217,10.5,2520,890.0,51.479825,59.0,2019-11-05 17:47:00,2019-11-05 18:29:00,6.912660000000001,79.8544,6.91415,79.9049,322.2,1,0.0014899999999995472,0.050499999999999545,2019,11,5,17,47,2019,11,5,18,29,2520,0,1
827,190083792,10.5,1013,127.0,7.4041,88.0,2019-11-05 17:52:00,2019-11-05 18:09:00,7.303319999999999,80.6488,7.292089999999999,80.6318,211.25,1,-0.011230000000000295,-0.016999999999995907,2019,11,5,17,52,2019,11,5,18,9,1020,0,1
828,190067331,10.5,34,32.0,1.8656,501.0,2019-11-05 17:56:00,2019-11-05 17:57:00,7.0702300000000005,80.0368,7.07035,80.0366,62.36,0,0.00011999999999989797,-0.00019999999999242846,2019,11,5,17,56,2019,11,5,17,57,60,0,1
829,190084999,10.5,1005,87.0,5.0286,228.0,2019-11-05 17:59:00,2019-11-05 18:15:00,6.88403,79.904,6.87644,79.9352,194.93,1,-0.00759000000000043,0.03119999999999834,2019,11,5,17,59,2019,11,5,18,15,960,0,1
830,190089531,10.5,239,69.0,0.0,30.0,2019-11-05 18:13:00,2019-11-05 18:17:00,6.86165,79.8702,6.85924,79.8746,61.17,1,-0.0024100000000002453,0.004400000000003956,2019,11,5,18,13,2019,11,5,18,17,240,0,1
831,190090862,10.5,1001,180.0,0.0,58.0,2019-11-05 18:15:00,2019-11-05 18:32:00,6.871389999999999,79.8589,6.912730000000001,79.8533,241.2,1,0.04134000000000171,-0.00560000000000116,2019,11,5,18,15,2019,11,5,18,32,1020,0,1
832,190091894,10.5,881,333.0,0.0,125.0,2019-11-05 18:23:00,2019-11-05 18:38:00,6.8395,79.9686,6.8324300000000004,79.9927,187.43,1,-0.007069999999999688,0.02410000000000423,2019,11,5,18,23,2019,11,5,18,38,900,0,1
833,190092394,10.5,939,240.0,0.0,183.0,2019-11-05 18:24:00,2019-11-05 18:40:00,7.22036,79.846,7.16714,79.8687,240.87,1,-0.05322000000000049,0.022700000000000387,2019,11,5,18,24,2019,11,5,18,40,960,0,1
834,190093488,10.5,786,214.0,12.3692,109.0,2019-11-05 18:29:00,2019-11-05 18:42:00,6.8846300000000005,79.944,6.876060000000001,79.931,108.51,1,-0.008569999999999744,-0.01300000000000523,2019,11,5,18,29,2019,11,5,18,42,780,0,1
835,190095961,10.5,770,40.0,0.0,128.0,2019-11-05 18:42:00,2019-11-05 18:55:00,6.8844,79.8989,6.9065,79.8977,206.08,1,0.02210000000000001,-0.0011999999999972033,2019,11,5,18,42,2019,11,5,18,55,780,0,1
836,190096595,10.5,945,53.0,0.0,146.0,2019-11-05 18:42:00,2019-11-05 18:58:00,7.20635,79.8506,7.1548,79.8719,268.38,1,-0.05154999999999976,0.021299999999996544,2019,11,5,18,42,2019,11,5,18,58,960,0,1
837,190097655,5.0,883,310.0,18.073,0.0,2019-11-05 18:43:00,2019-11-05 18:58:00,6.875789999999999,79.8928,6.871389999999999,79.8704,181.15,1,-0.004400000000000404,-0.022399999999990428,2019,11,5,18,43,2019,11,5,18,58,900,0,1
838,190095835,10.5,796,230.0,13.409,272.0,2019-11-05 18:45:00,2019-11-05 18:58:00,6.886089999999999,79.8648,6.87517,79.8659,145.09,1,-0.010919999999999597,0.0010999999999938836,2019,11,5,18,45,2019,11,5,18,58,780,0,1
839,190098315,10.5,746,70.0,0.0,160.0,2019-11-05 18:51:00,2019-11-05 19:03:00,7.2059,79.84100000000001,7.22415,79.8705,155.9,1,0.0182500000000001,0.02949999999999875,2019,11,5,18,51,2019,11,5,19,3,720,0,1
840,190097505,10.5,1992,1050.0,60.73990954,381.0,2019-11-05 18:54:00,2019-11-05 19:27:00,6.884689999999999,79.8776,6.85803,79.8831,240.83,1,-0.026659999999998796,0.00549999999999784,2019,11,5,18,54,2019,11,5,19,27,1980,0,1
841,190100669,10.5,1575,100.0,5.78,25.0,2019-11-05 19:02:00,2019-11-05 19:28:00,6.0346,80.2177,6.040030000000001,80.2551,209.74,0,0.00543000000000049,0.03740000000000521,2019,11,5,19,2,2019,11,5,19,28,1560,0,1
842,190101398,10.5,1962,1050.0,61.215,58.0,2019-11-05 19:09:00,2019-11-05 19:41:00,6.8436699999999995,79.865,6.843660000000001,79.8649,234.74,1,-9.999999998733244e-06,-9.99999999891088e-05,2019,11,5,19,9,2019,11,5,19,41,1920,0,1
843,190102668,10.5,230,18.0,0.0,209.0,2019-11-05 19:16:00,2019-11-05 19:19:00,6.916930000000001,79.9731,6.9305,79.9825,96.63,1,0.013569999999999638,0.009399999999999409,2019,11,5,19,16,2019,11,5,19,19,180,0,1
844,190103216,10.5,558,14.0,0.0,57.0,2019-11-05 19:20:00,2019-11-05 19:30:00,6.87294,79.8641,6.861739999999999,79.8692,168.02,1,-0.011200000000000543,0.005100000000012983,2019,11,5,19,20,2019,11,5,19,30,600,0,1
845,190104484,10.5,616,40.0,0.0,28.0,2019-11-05 19:33:00,2019-11-05 19:43:00,6.85767,80.0525,6.85648,80.0383,164.08,1,-0.0011899999999993582,-0.014199999999988222,2019,11,5,19,33,2019,11,5,19,43,600,0,1
846,190105582,10.5,192,10.0,0.578,29.0,2019-11-05 19:33:00,2019-11-05 19:37:00,6.79563,79.8981,6.79905,79.8981,72.19,1,0.0034200000000002007,0.0,2019,11,5,19,33,2019,11,5,19,37,240,0,1
847,190105108,10.5,309,44.0,0.0,43.0,2019-11-05 19:39:00,2019-11-05 19:44:00,6.8177,79.9212,6.81416,79.922,82.96,1,-0.0035400000000000986,0.0007999999999981355,2019,11,5,19,39,2019,11,5,19,44,300,0,1
848,190107365,10.5,2076,903.0,52.6449,5.0,2019-11-05 19:42:00,2019-11-05 20:17:00,6.83967,79.8676,6.8045800000000005,79.876,268.2,1,-0.0350899999999994,0.008400000000008845,2019,11,5,19,42,2019,11,5,20,17,2100,0,1
849,190106610,10.5,2958,20.0,0.0,224.0,2019-11-05 19:42:00,2019-11-05 20:32:00,6.90826,79.8958,6.98775,79.9703,695.75,1,0.07948999999999984,0.07450000000000045,2019,11,5,19,42,2019,11,5,20,32,3000,0,1
850,190106675,60.5,911,64.0,0.0,21.0,2019-11-05 19:44:00,2019-11-05 19:59:00,6.89455,79.8826,6.89445,79.9069,292.86,1,-9.999999999976694e-05,0.024299999999996658,2019,11,5,19,44,2019,11,5,19,59,900,0,1
851,190108454,10.5,650,0.0,0.0,13.0,2019-11-05 19:51:00,2019-11-05 20:02:00,6.06841,80.2297,6.038069999999999,80.21600000000001,185.52,1,-0.0303400000000007,-0.013699999999985835,2019,11,5,19,51,2019,11,5,20,2,660,0,1
852,190107742,10.5,1252,59.0,0.0,290.0,2019-11-05 19:52:00,2019-11-05 20:12:00,7.20489,79.8411,7.25983,79.8477,264.83,1,0.05494000000000021,0.0066000000000059345,2019,11,5,19,52,2019,11,5,20,12,1200,0,1
853,190108400,10.5,232,10.0,0.583,31.0,2019-11-05 19:53:00,2019-11-05 19:57:00,7.38588,80.6172,7.37207,80.6177,96.03,1,-0.013810000000000322,0.0005000000000023874,2019,11,5,19,53,2019,11,5,19,57,240,0,1
854,190108793,10.5,957,90.0,0.0,63.0,2019-11-05 20:00:00,2019-11-05 20:16:00,6.9081399999999995,79.8763,6.86638,79.8828,248.02,1,-0.04175999999999913,0.006500000000002615,2019,11,5,20,0,2019,11,5,20,16,960,0,1
855,190109329,10.5,729,150.0,8.745,75.0,2019-11-05 20:02:00,2019-11-05 20:14:00,6.90463,79.9196,6.88655,79.9237,149.75,1,-0.018080000000000318,0.004099999999993997,2019,11,5,20,2,2019,11,5,20,14,720,0,1
856,190110198,10.5,860,100.0,5.78,23.0,2019-11-05 20:05:00,2019-11-05 20:20:00,6.900710000000001,79.9548,6.919689999999999,79.9705,179.29,1,0.01897999999999822,0.015699999999995384,2019,11,5,20,5,2019,11,5,20,20,900,0,1
857,190111709,10.5,1252,165.0,0.0,32.0,2019-11-05 20:21:00,2019-11-05 20:42:00,6.94948,79.8612,6.8867199999999995,79.862,324.58,1,-0.06276000000000082,0.0007999999999981355,2019,11,5,20,21,2019,11,5,20,42,1260,0,1
858,190111337,10.5,2855,62.0,0.0,384.0,2019-11-05 20:22:00,2019-11-05 21:10:00,7.002260000000001,79.8834,7.13543,79.9324,739.14,1,0.1331699999999998,0.049000000000006594,2019,11,5,20,22,2019,11,5,21,10,2880,0,1
859,190112928,10.5,1036,87.0,0.0,77.0,2019-11-05 20:34:00,2019-11-05 20:51:00,6.82896,79.8778,6.81838,79.903,228.96,1,-0.010580000000000034,0.025200000000012324,2019,11,5,20,34,2019,11,5,20,51,1020,0,1
860,190114867,10.5,2992,0.0,0.0,107.0,2019-11-05 20:44:00,2019-11-05 21:34:00,6.83095,79.9121,6.83171,79.9136,880.84,0,0.000760000000000538,0.0015000000000071623,2019,11,5,20,44,2019,11,5,21,34,3000,0,1
861,190111701,,120,,,,2019-11-05 21:13:00,2019-11-05 21:15:00,7.03357,79.9238,7.03365,79.9238,,0,7.999999999963592e-05,0.0,2019,11,5,21,13,2019,11,5,21,15,120,0,1
862,190119935,10.5,1127,170.0,9.911,254.0,2019-11-05 21:34:00,2019-11-05 21:53:00,6.897810000000001,79.8563,6.850810000000001,79.8629,311.16,1,-0.04699999999999971,0.006599999999991724,2019,11,5,21,34,2019,11,5,21,53,1140,0,1
863,190120609,5.0,298,10.0,0.583,0.0,2019-11-05 21:36:00,2019-11-05 21:41:00,6.97537,79.9245,6.9670000000000005,79.9004,138.02,1,-0.008369999999999322,-0.02409999999999002,2019,11,5,21,36,2019,11,5,21,41,300,0,1
864,190120706,10.5,2004,1031.0,60.1073,4.0,2019-11-05 21:47:00,2019-11-05 22:20:00,6.863169999999999,79.8837,6.86343,79.8837,307.91,1,0.00026000000000081513,0.0,2019,11,5,21,47,2019,11,5,22,20,1980,0,1
865,190123435,10.5,2063,521.0,30.14628522,91.0,2019-11-05 22:23:00,2019-11-05 22:57:00,7.00131,79.9518,6.96212,79.9381,421.58,1,-0.0391900000000005,-0.013700000000000045,2019,11,5,22,23,2019,11,5,22,57,2040,0,1
866,190123282,10.5,1167,370.0,21.41880061,124.0,2019-11-05 22:23:00,2019-11-05 22:43:00,6.8619699999999995,79.8892,6.84215,79.8842,243.72,1,-0.019819999999999283,-0.0049999999999954525,2019,11,5,22,23,2019,11,5,22,43,1200,0,1
867,190123821,5.0,147,9.0,0.5247,0.0,2019-11-05 22:24:00,2019-11-05 22:26:00,6.94947,79.857,6.943569999999999,79.8558,60.52,1,-0.00590000000000046,-0.0011999999999972033,2019,11,5,22,24,2019,11,5,22,26,120,0,1
868,190124129,10.5,831,96.0,0.0,108.0,2019-11-05 22:34:00,2019-11-05 22:47:00,7.203460000000001,79.8449,7.2355,79.85600000000001,183.76,1,0.0320399999999994,0.01110000000001321,2019,11,5,22,34,2019,11,5,22,47,780,0,1
869,190124463,10.5,587,74.0,0.0,109.0,2019-11-05 22:40:00,2019-11-05 22:50:00,7.029839999999999,79.9228,7.011430000000001,79.931,142.79,1,-0.018409999999998483,0.008200000000002206,2019,11,5,22,40,2019,11,5,22,50,600,0,1
870,190124454,10.5,347,7.0,0.0,70.0,2019-11-05 22:41:00,2019-11-05 22:47:00,6.920489999999999,79.9273,6.90677,79.9289,93.3,1,-0.013719999999999288,0.001599999999996271,2019,11,5,22,41,2019,11,5,22,47,360,0,1
871,190124705,10.5,538,50.0,0.0,66.0,2019-11-05 22:44:00,2019-11-05 22:53:00,6.90552,79.9133,6.89382,79.9314,144.12,1,-0.011700000000000266,0.01809999999998979,2019,11,5,22,44,2019,11,5,22,53,540,0,1
872,190124822,10.5,146,20.0,0.0,12.0,2019-11-05 22:46:00,2019-11-05 22:49:00,6.96651,79.8999,6.959810000000001,79.9029,60.98,1,-0.006699999999999484,0.0030000000000001137,2019,11,5,22,46,2019,11,5,22,49,180,0,1
873,190124533,10.5,2966,727.0,0.0,416.0,2019-11-05 22:50:00,2019-11-05 23:39:00,6.91818,79.8626,6.78712,79.9647,824.05,1,-0.13106000000000062,0.10209999999999297,2019,11,5,22,50,2019,11,5,23,39,2940,0,1
874,190125882,10.5,1535,110.0,6.358,306.0,2019-11-05 23:18:00,2019-11-05 23:44:00,6.87777,79.8595,6.90751,79.9005,456.25,1,0.02974000000000032,0.04099999999999682,2019,11,5,23,18,2019,11,5,23,44,1560,0,1
875,190128010,10.5,1527,121.0,0.0,152.0,2019-11-06 00:32:00,2019-11-06 00:58:00,7.2880199999999995,80.6286,7.27319,80.6084,116.4,0,-0.014829999999999899,-0.02020000000000266,2019,11,6,0,32,2019,11,6,0,58,1560,0,2
876,190129847,10.5,624,52.0,0.0,19.0,2019-11-06 03:08:00,2019-11-06 03:18:00,6.9737800000000005,79.9109,6.96775,79.8881,148.91,1,-0.006030000000000868,-0.022800000000003706,2019,11,6,3,8,2019,11,6,3,18,600,0,2
877,190131060,10.5,950,20.0,0.0,192.0,2019-11-06 05:17:00,2019-11-06 05:33:00,6.8947899999999995,79.9524,6.8398699999999995,79.9767,289.87,1,-0.05492000000000008,0.024299999999996658,2019,11,6,5,17,2019,11,6,5,33,960,0,2
878,190131164,10.5,697,22.0,0.0,123.0,2019-11-06 05:23:00,2019-11-06 05:35:00,6.97969,79.9069,6.96789,79.8891,477.59,0,-0.011800000000000033,-0.017799999999994043,2019,11,6,5,23,2019,11,6,5,35,720,0,2
879,190131283,10.5,737,100.0,0.0,97.0,2019-11-06 05:25:00,2019-11-06 05:38:00,6.98878,79.8912,6.95935,79.9069,219.22,1,-0.02943000000000051,0.015699999999995384,2019,11,6,5,25,2019,11,6,5,38,780,0,2
880,190131652,10.5,1388,19.0,0.0,72.0,2019-11-06 05:44:00,2019-11-06 06:07:00,6.912610000000001,79.9544,6.83838,79.9195,478.17,1,-0.0742300000000009,-0.03490000000000748,2019,11,6,5,44,2019,11,6,6,7,1380,0,2
881,190131484,10.5,1335,58.0,0.0,132.0,2019-11-06 05:46:00,2019-11-06 06:09:00,6.85313,79.8633,6.934760000000001,79.8686,439.18,1,0.08163000000000054,0.0053000000000054115,2019,11,6,5,46,2019,11,6,6,9,1380,0,2
882,190132314,10.5,589,0.0,0.0,237.0,2019-11-06 06:09:00,2019-11-06 06:19:00,7.08878,79.9282,7.07742,79.8912,171.41,1,-0.011359999999999815,-0.03700000000000614,2019,11,6,6,9,2019,11,6,6,19,600,0,2
883,190133548,10.5,1649,798.0,30.923000000000002,27.0,2019-11-06 06:24:00,2019-11-06 06:52:00,6.8408,79.9202,6.850060000000001,79.8732,248.54,1,0.009260000000001156,-0.046999999999997044,2019,11,6,6,24,2019,11,6,6,52,1680,0,2
884,190133617,10.5,92,0.0,0.0,220.0,2019-11-06 06:27:00,2019-11-06 06:28:00,6.99145,79.9457,7.001939999999999,79.9492,60.5,1,0.010489999999999,0.003500000000002501,2019,11,6,6,27,2019,11,6,6,28,60,0,2
885,190140073,10.5,1252,110.0,6.412999999999999,252.0,2019-11-06 07:14:00,2019-11-06 07:35:00,6.89031,79.8549,6.88974,79.8551,243.58,1,-0.0005700000000006256,0.00019999999999242846,2019,11,6,7,14,2019,11,6,7,35,1260,0,2
886,190142507,10.5,1696,369.0,21.37060199,19.0,2019-11-06 07:26:00,2019-11-06 07:54:00,6.81769,79.9212,6.866219999999999,79.881,286.29,1,0.04852999999999952,-0.04019999999999868,2019,11,6,7,26,2019,11,6,7,54,1680,0,2
887,190143610,10.5,480,37.0,0.0,77.0,2019-11-06 07:26:00,2019-11-06 07:34:00,6.71938,79.9142,6.712560000000001,79.9049,90.08,1,-0.006819999999999382,-0.00929999999999609,2019,11,6,7,26,2019,11,6,7,34,480,0,2
888,190144729,10.5,1325,200.0,0.0,65.0,2019-11-06 07:29:00,2019-11-06 07:51:00,6.82499,79.8698,6.86229,79.8793,203.93,1,0.03730000000000011,0.009500000000002728,2019,11,6,7,29,2019,11,6,7,51,1320,0,2
889,190143461,10.5,298,15.0,0.0,67.0,2019-11-06 07:31:00,2019-11-06 07:36:00,6.83608,79.8811,6.8342,79.8726,91.49,1,-0.0018799999999998818,-0.008499999999997954,2019,11,6,7,31,2019,11,6,7,36,300,0,2
890,190141961,10.5,1486,0.0,0.0,495.0,2019-11-06 07:33:00,2019-11-06 07:57:00,6.847589999999999,79.8684,6.8477,79.8684,60.5,0,0.00011000000000027654,0.0,2019,11,6,7,33,2019,11,6,7,57,1440,0,2
891,190144279,10.5,475,20.0,1.166,142.0,2019-11-06 07:33:00,2019-11-06 07:41:00,7.15494,79.8751,7.177989999999999,79.8917,143.56,1,0.02304999999999957,0.01659999999999684,2019,11,6,7,33,2019,11,6,7,41,480,0,2
892,190145862,10.5,882,102.0,5.92614715,44.0,2019-11-06 07:37:00,2019-11-06 07:51:00,6.9128300000000005,79.858,6.88342,79.8696,208.73,1,-0.02941000000000038,0.011600000000001387,2019,11,6,7,37,2019,11,6,7,51,840,0,2
893,190145136,10.5,5337,45.0,2.6010000000000004,171.0,2019-11-06 07:37:00,2019-11-06 09:06:00,6.81158,79.9607,6.811489999999999,79.961,82.87,0,-9.00000000010337e-05,0.0002999999999957481,2019,11,6,7,37,2019,11,6,9,6,5340,0,2
894,190144719,,60,,,,2019-11-06 07:39:00,2019-11-06 07:40:00,6.875539999999999,79.8973,6.87573,79.8965,,0,0.00019000000000080064,-0.0007999999999981355,2019,11,6,7,39,2019,11,6,7,40,60,0,2
895,190146722,10.5,3004,684.0,39.5352,117.0,2019-11-06 07:47:00,2019-11-06 08:37:00,6.87628,79.9189,6.87759,79.8795,526.16,1,0.0013099999999992562,-0.039400000000000546,2019,11,6,7,47,2019,11,6,8,37,3000,0,2
896,190148614,10.5,360,10.0,0.0,128.0,2019-11-06 07:52:00,2019-11-06 07:58:00,6.89768,79.8736,6.91323,79.8754,142.22,1,0.015550000000000175,0.0018000000000029104,2019,11,6,7,52,2019,11,6,7,58,360,0,2
897,190147229,10.5,541,81.0,0.0,413.0,2019-11-06 07:53:00,2019-11-06 08:02:00,7.0674399999999995,79.8947,7.0411,79.8982,121.43,1,-0.026339999999999364,0.003500000000002501,2019,11,6,7,53,2019,11,6,8,2,540,0,2
898,190150448,5.0,214,167.0,9.7361,0.0,2019-11-06 07:57:00,2019-11-06 08:00:00,6.760680000000001,79.9824,6.760610000000001,79.9825,69.73,1,-7.00000000000145e-05,0.00010000000000331966,2019,11,6,7,57,2019,11,6,8,0,180,0,2
899,190152167,10.5,1577,289.0,16.7042,58.0,2019-11-06 08:07:00,2019-11-06 08:33:00,6.837389999999999,79.8844,6.885860000000001,79.8871,253.13,1,0.04847000000000179,0.0027000000000043656,2019,11,6,8,7,2019,11,6,8,33,1560,0,2
900,190143982,10.5,29,22.0,0.0,18.0,2019-11-06 08:13:00,2019-11-06 08:13:00,6.852010000000001,79.9568,6.8873,79.8834,408.36,0,0.03528999999999893,-0.07340000000000657,2019,11,6,8,13,2019,11,6,8,13,0,0,2
901,190153487,10.5,1510,29.0,0.0,37.0,2019-11-06 08:17:00,2019-11-06 08:42:00,7.1448,79.8998,7.15578,79.8943,106.48,0,0.01097999999999999,-0.00549999999999784,2019,11,6,8,17,2019,11,6,8,42,1500,0,2
902,190155556,60.5,1563,181.0,10.4618,24.0,2019-11-06 08:24:00,2019-11-06 08:50:00,6.86746,79.8742,6.90896,79.8512,232.32,1,0.04150000000000009,-0.022999999999996135,2019,11,6,8,24,2019,11,6,8,50,1560,0,2
903,190156153,10.5,1269,0.0,0.0,47.0,2019-11-06 08:32:00,2019-11-06 08:54:00,6.89094,79.8737,6.89067,79.8737,100.5,0,-0.0002699999999995484,0.0,2019,11,6,8,32,2019,11,6,8,54,1320,0,2
904,190156271,10.5,1027,30.0,0.0,149.0,2019-11-06 08:33:00,2019-11-06 08:50:00,7.20259,79.8656,7.24297,79.8543,210.84,1,0.04037999999999986,-0.011300000000005639,2019,11,6,8,33,2019,11,6,8,50,1020,0,2
